time, Quad.Est.E.Pos, Quad.Est.S.Z
4.654845,nan,0.300000
4.659845,nan,0.300000
4.664845,nan,0.300000
4.669844,nan,0.300000
4.674844,nan,0.300000
4.679843,nan,0.300000
4.684843,nan,0.300000
4.689843,nan,0.300000
4.694842,nan,0.300000
4.699842,nan,0.300000
4.704842,nan,0.300000
4.709841,nan,0.300000
4.714841,nan,0.300000
4.719841,nan,0.300000
4.724840,nan,0.300000
4.729840,nan,0.300000
4.734839,nan,0.300000
4.739839,nan,0.300000
4.744839,nan,0.300000
4.749838,nan,0.300000
4.754838,nan,0.300000
4.759838,nan,0.300000
4.764837,nan,0.300000
4.769837,nan,0.300000
4.774837,nan,0.300000
4.779836,nan,0.300000
4.784836,nan,0.300000
4.789835,nan,0.300000
4.794835,nan,0.300000
4.799835,nan,0.300000
4.804834,nan,0.300000
4.809834,nan,0.300000
4.814834,nan,0.300000
4.819833,nan,0.300000
4.824833,nan,0.300000
4.829833,nan,0.300000
4.834832,nan,0.300000
4.839832,nan,0.300000
4.844831,nan,0.300000
4.849831,nan,0.300000
4.854831,nan,0.300000
4.859830,nan,0.300000
4.864830,nan,0.300000
4.869830,nan,0.300000
4.874829,nan,0.300000
4.879829,nan,0.300000
4.884829,nan,0.300000
4.889828,nan,0.300000
4.894828,nan,0.300000
4.899827,nan,0.300000
4.904827,nan,0.300000
4.909827,nan,0.300000
4.914826,nan,0.300000
4.919826,nan,0.300000
4.924826,nan,0.300000
4.929825,nan,0.300000
4.934825,nan,0.300000
4.939825,nan,0.300000
4.944824,nan,0.300000
4.949824,nan,0.300000
4.954823,nan,0.300000
4.959823,nan,0.300000
4.964823,nan,0.300000
4.969822,nan,0.300000
4.974822,nan,0.300000
4.979822,nan,0.300000
4.984821,nan,0.300000
4.989821,nan,0.300000
4.994821,nan,0.300000
4.999820,nan,0.300000
5.004820,nan,0.300000
5.009820,nan,0.300000
5.014819,nan,0.300000
5.019819,nan,0.300000
5.024818,nan,0.300000
5.029818,nan,0.300000
5.034818,nan,0.300000
5.039817,nan,0.300000
5.044817,nan,0.300000
5.049817,nan,0.300000
5.054816,nan,0.300000
5.059816,nan,0.300000
5.064816,nan,0.300000
5.069815,nan,0.300000
5.074815,nan,0.300000
5.079814,nan,0.300000
5.084814,nan,0.300000
5.089814,nan,0.300000
5.094813,nan,0.300000
5.099813,nan,0.300000
5.104813,nan,0.300000
5.109812,nan,0.300000
5.114812,nan,0.300000
5.119812,nan,0.300000
5.124811,nan,0.300000
5.129811,nan,0.300000
5.134810,nan,0.300000
5.139810,nan,0.300000
5.144810,nan,0.300000
5.149809,nan,0.300000
5.154809,nan,0.300000
5.159809,nan,0.300000
5.164808,nan,0.300000
5.169808,nan,0.300000
5.174808,nan,0.300000
5.179807,nan,0.300000
5.184807,nan,0.300000
5.189806,nan,0.300000
5.194806,nan,0.300000
5.199806,nan,0.300000
5.204805,nan,0.300000
5.209805,nan,0.300000
5.214805,nan,0.300000
5.219804,nan,0.300000
5.224804,nan,0.300000
5.229804,nan,0.300000
5.234803,nan,0.300000
5.239803,nan,0.300000
5.244802,nan,0.300000
5.249802,nan,0.300000
5.254802,nan,0.300000
5.259801,nan,0.300000
5.264801,nan,0.300000
5.269801,nan,0.300000
5.274800,nan,0.300000
5.279800,nan,0.300000
5.284800,nan,0.300000
5.289799,nan,0.300000
5.294799,nan,0.300000
5.299798,nan,0.300000
5.304798,nan,0.300000
5.309798,nan,0.300000
5.314797,nan,0.300000
5.319797,nan,0.300000
5.324797,nan,0.300000
5.329796,nan,0.300000
5.334796,nan,0.300000
5.339796,nan,0.300000
5.344795,nan,0.300000
5.349795,nan,0.300000
5.354795,nan,0.300000
5.359794,nan,0.300000
5.364794,nan,0.300000
5.369793,nan,0.300000
5.374793,nan,0.300000
5.379793,nan,0.300000
5.384792,nan,0.300000
5.389792,nan,0.300000
5.394792,nan,0.300000
5.399791,nan,0.300000
5.404791,nan,0.300000
5.409791,nan,0.300000
5.414790,nan,0.300000
5.419790,nan,0.300000
5.424789,nan,0.300000
5.429789,nan,0.300000
5.434789,nan,0.300000
5.439788,nan,0.300000
5.444788,nan,0.300000
5.449788,nan,0.300000
5.454787,nan,0.300000
5.459787,nan,0.300000
5.464787,nan,0.300000
5.469786,nan,0.300000
5.474786,nan,0.300000
5.479785,nan,0.300000
5.484785,nan,0.300000
5.489785,nan,0.300000
5.494784,nan,0.300000
5.499784,nan,0.300000
5.504784,nan,0.300000
5.509783,nan,0.300000
5.514783,nan,0.300000
5.519783,nan,0.300000
5.524782,nan,0.300000
5.529782,nan,0.300000
5.534781,nan,0.300000
5.539781,nan,0.300000
5.544781,nan,0.300000
5.549780,nan,0.300000
5.554780,nan,0.300000
5.559780,nan,0.300000
5.564779,nan,0.300000
5.569779,nan,0.300000
5.574779,nan,0.300000
5.579778,nan,0.300000
5.584778,nan,0.300000
5.589777,nan,0.300000
5.594777,nan,0.300000
5.599777,nan,0.300000
5.604776,nan,0.300000
5.609776,nan,0.300000
5.614776,nan,0.300000
5.619775,nan,0.300000
5.624775,nan,0.300000
5.629775,nan,0.300000
5.634774,nan,0.300000
5.639774,nan,0.300000
5.644773,nan,0.300000
5.649773,nan,0.300000
5.654773,nan,0.300000
5.659772,nan,0.300000
5.664772,nan,0.300000
5.669772,nan,0.300000
5.674771,nan,0.300000
5.679771,nan,0.300000
5.684771,nan,0.300000
5.689770,nan,0.300000
5.694770,nan,0.300000
5.699769,nan,0.300000
5.704769,nan,0.300000
5.709769,nan,0.300000
5.714768,nan,0.300000
5.719768,nan,0.300000
5.724768,nan,0.300000
5.729767,nan,0.300000
5.734767,nan,0.300000
5.739767,nan,0.300000
5.744766,nan,0.300000
5.749766,nan,0.300000
5.754766,nan,0.300000
5.759765,nan,0.300000
5.764765,nan,0.300000
5.769764,nan,0.300000
5.774764,nan,0.300000
5.779764,nan,0.300000
5.784763,nan,0.300000
5.789763,nan,0.300000
5.794763,nan,0.300000
5.799762,nan,0.300000
5.804762,nan,0.300000
5.809762,nan,0.300000
5.814761,nan,0.300000
5.819761,nan,0.300000
5.824760,nan,0.300000
5.829760,nan,0.300000
5.834760,nan,0.300000
5.839759,nan,0.300000
5.844759,nan,0.300000
5.849759,nan,0.300000
5.854758,nan,0.300000
5.859758,nan,0.300000
5.864758,nan,0.300000
5.869757,nan,0.300000
5.874757,nan,0.300000
5.879756,nan,0.300000
5.884756,nan,0.300000
5.889756,nan,0.300000
5.894755,nan,0.300000
5.899755,nan,0.300000
5.904755,nan,0.300000
5.909754,nan,0.300000
5.914754,nan,0.300000
5.919754,nan,0.300000
5.924753,nan,0.300000
5.929753,nan,0.300000
5.934752,nan,0.300000
